The Input Data to the Controller and Out From Carla
x, y, yaw,v,t
-181.608490,31.022331,-1.558953,5.862556,16.912000
-181.606201,30.826605,-1.559083,5.876752,16.945000
-181.603821,30.630381,-1.559092,5.891722,16.978000
-181.601395,30.433624,-1.559042,5.907580,17.011000
-181.599213,30.236298,-1.559127,5.924419,17.044000
-181.597046,30.038378,-1.559271,5.942218,17.077000
-181.594818,29.839830,-1.559385,5.960999,17.110000
-181.592560,29.640627,-1.559440,5.980741,17.143000
-181.590225,29.440731,-1.559443,6.001371,17.176000
-181.588104,29.240124,-1.559561,6.022790,17.209000
-181.585968,29.038780,-1.559713,6.044824,17.242000
-181.583801,28.836691,-1.559822,6.067359,17.275000
-181.581558,28.633841,-1.559866,6.090241,17.308000
-181.579269,28.430223,-1.559860,6.113328,17.341000
-181.576950,28.225842,-1.559834,6.136459,17.374000
-181.574860,28.020687,-1.559941,6.159518,17.407000
-181.572769,27.814775,-1.560097,6.182339,17.440000
-181.570602,27.608116,-1.560212,6.204868,17.473000
-181.568375,27.400723,-1.560261,6.227027,17.506000
-181.566132,27.192606,-1.560258,6.248750,17.539000
-181.564056,26.983782,-1.560362,6.270023,17.572000
-181.562012,26.774267,-1.560501,6.290827,17.605000
-181.559875,26.564072,-1.560599,6.311219,17.638000
-181.557709,26.353212,-1.560637,6.331267,17.671000
-181.555496,26.141697,-1.560630,6.350996,17.704000
-181.553467,25.929531,-1.560729,6.370491,17.737000
-181.551437,25.716719,-1.560863,6.389821,17.770000
-181.549377,25.503262,-1.560959,6.409081,17.803000
-181.547241,25.289164,-1.560995,6.428356,17.836000
-181.545090,25.074421,-1.560987,6.447732,17.869000
-181.543076,24.859022,-1.561081,6.467283,17.902000
-181.541092,24.642965,-1.561209,6.487065,17.935000
-181.539078,24.426239,-1.561300,6.507144,17.968000
-181.536987,24.208832,-1.561333,6.527544,18.001000
-181.534866,23.990736,-1.561326,6.548299,18.034000
-181.532913,23.771931,-1.561415,6.569429,18.067000
-181.530960,23.552412,-1.561538,6.590912,18.100000
-181.528961,23.332163,-1.561623,6.612738,18.133000
-181.526917,23.111179,-1.561654,6.634881,18.166000
-181.524826,22.889448,-1.561646,6.657301,18.199000
-181.522903,22.666962,-1.561731,6.679946,18.232000
-181.520996,22.443716,-1.561850,6.702741,18.265000
-181.519012,22.219709,-1.561931,6.725640,18.298000
-181.517014,21.994936,-1.561961,6.748613,18.331000
-181.514954,21.769400,-1.561951,6.771605,18.364000
-181.513077,21.543093,-1.562033,6.794549,18.397000
-181.511200,21.316032,-1.562147,6.817366,18.430000
-181.509277,21.088217,-1.562225,6.840045,18.463000
-181.507294,20.859650,-1.562251,6.862586,18.496000
-181.505264,20.630339,-1.562240,6.884980,18.529000
-181.503387,20.400288,-1.562317,6.907253,18.562000
-181.501556,20.169495,-1.562427,6.929390,18.595000
-181.499664,19.937971,-1.562503,6.951366,18.628000
-181.497711,19.705721,-1.562528,6.973206,18.661000
-181.495743,19.472748,-1.562517,6.994947,18.694000
-181.493896,19.239048,-1.562589,7.016667,18.727000
-181.492111,19.004625,-1.562694,7.038406,18.760000
-181.490234,18.769474,-1.562764,7.060242,18.793000
-181.488312,18.533590,-1.562786,7.082215,18.826000
-181.486526,18.296970,-1.562869,7.104357,18.859000
-181.484695,18.059601,-1.562963,7.126709,18.892000
-181.482864,17.821482,-1.563022,7.149303,18.925000
-181.480988,17.582602,-1.563034,7.172140,18.958000
-181.479233,17.342949,-1.563107,7.195233,18.991000
-181.477463,17.102520,-1.563196,7.218565,19.024000
-181.475662,16.861305,-1.563251,7.242123,19.057000
-181.473785,16.619301,-1.563264,7.265903,19.090000
-181.472061,16.376497,-1.563334,7.289866,19.123000
-181.470322,16.132891,-1.563418,7.313969,19.156000
-181.468552,15.888477,-1.563470,7.338195,19.189000
-181.466736,15.643255,-1.563481,7.362490,19.222000
-181.465042,15.397222,-1.563547,7.386841,19.255000
-181.463333,15.150377,-1.563625,7.411194,19.288000
-181.461563,14.902721,-1.563673,7.435552,19.321000
-181.459778,14.654258,-1.563682,7.459900,19.354000
-181.458099,14.404982,-1.563744,7.484246,19.387000
-181.456406,14.154895,-1.563819,7.508583,19.420000
-181.454666,13.903997,-1.563864,7.532907,19.453000
-181.452911,13.652293,-1.563872,7.557219,19.486000
-181.451248,13.399776,-1.563931,7.581548,19.519000
-181.449585,13.146447,-1.564001,7.605874,19.552000
-181.447861,12.892309,-1.564043,7.630189,19.585000
-181.446121,12.637362,-1.564052,7.654511,19.618000
-181.444489,12.381604,-1.564106,7.678834,19.651000
-181.442841,12.125034,-1.564171,7.703199,19.684000
-181.441147,11.867651,-1.564213,7.727628,19.717000
-181.439453,11.609451,-1.564219,7.752133,19.750000
-181.437820,11.350433,-1.564269,7.776701,19.783000
-181.436188,11.090593,-1.564331,7.801362,19.816000
-181.434540,10.829927,-1.564370,7.826140,19.849000
-181.432846,10.568431,-1.564376,7.851088,19.882000
-181.431229,10.306097,-1.564422,7.876194,19.915000
-181.429611,10.042921,-1.564480,7.901459,19.948000
-181.427963,9.778899,-1.564516,7.926877,19.981000
-181.426285,9.514025,-1.564523,7.952467,20.014000
-181.424683,9.248293,-1.564566,7.978206,20.047000
-181.423096,8.981698,-1.564620,8.004115,20.080000
-181.421463,8.714235,-1.564654,8.030178,20.113000
-181.419800,8.445899,-1.564659,8.056361,20.146000
-181.418213,8.176688,-1.564699,8.082660,20.179000
-181.416611,7.906598,-1.564750,8.109065,20.212000
-181.415009,7.635625,-1.564782,8.135566,20.245000
-181.413361,7.363768,-1.564787,8.162148,20.278000
-181.411774,7.091022,-1.564825,8.188807,20.311000
-181.410187,6.817385,-1.564873,8.215557,20.344000
-181.408585,6.542855,-1.564903,8.242389,20.377000
-181.407028,6.267428,-1.564953,8.269304,20.410000
-181.405472,5.991103,-1.565002,8.296284,20.443000
-181.403870,5.713877,-1.565026,8.323329,20.476000
-181.402237,5.435750,-1.565022,8.350420,20.509000
-181.400681,5.156718,-1.565050,8.377565,20.542000
-181.399124,4.876780,-1.565089,8.404773,20.575000
-181.397522,4.595934,-1.565116,8.432045,20.608000
-181.395966,4.314176,-1.565162,8.459390,20.641000
-181.394409,4.031506,-1.565207,8.486814,20.674000
-181.392853,3.747918,-1.565229,8.514345,20.707000
-181.391220,3.463411,-1.565226,8.541972,20.740000
-181.389679,3.177980,-1.565247,8.569686,20.773000
-181.388123,2.891623,-1.565281,8.597511,20.806000
-181.386551,2.604334,-1.565304,8.625455,20.839000
-181.384964,2.316112,-1.565309,8.653499,20.872000
-181.383408,2.026951,-1.565337,8.681647,20.905000
-181.381866,1.736849,-1.565371,8.709908,20.938000
-181.380295,1.445803,-1.565392,8.738286,20.971000
-181.378738,1.153807,-1.565427,8.766768,21.004000
-181.377182,0.860859,-1.565462,8.795341,21.037000
-181.375626,0.566957,-1.565477,8.824002,21.070000
-181.374054,0.272097,-1.565505,8.852777,21.103000
-181.372513,-0.023725,-1.565534,8.881650,21.136000
-181.370926,-0.320512,-1.565548,8.910626,21.169000
-181.369370,-0.618267,-1.565547,8.939694,21.202000
-181.367813,-0.916994,-1.565565,8.968859,21.235000
-181.366272,-1.216695,-1.565591,8.998110,21.268000
-181.364700,-1.517373,-1.565608,9.027431,21.301000
-181.363159,-1.819031,-1.565638,9.056862,21.334000
-181.361603,-2.121672,-1.565666,9.086394,21.367000
-181.360031,-2.425301,-1.565679,9.116014,21.400000
-181.358459,-2.729918,-1.565677,9.145731,21.433000
-181.356903,-3.035529,-1.565691,9.175553,21.466000
-181.355347,-3.342137,-1.565711,9.205470,21.499000
-181.353790,-3.649745,-1.565726,9.235498,21.532000
-181.352219,-3.958355,-1.565752,9.265606,21.565000
-181.350677,-4.267972,-1.565776,9.295809,21.598000
-181.349091,-4.578598,-1.565787,9.326119,21.631000
-181.347549,-4.890237,-1.565805,9.356532,21.664000
-181.345993,-5.202893,-1.565822,9.387052,21.697000
-181.344437,-5.516569,-1.565831,9.417701,21.730000
-181.342865,-5.831271,-1.565847,9.448471,21.763000
-181.341309,-6.147000,-1.565863,9.479344,21.796000
-181.339737,-6.463762,-1.565873,9.510332,21.829000
-181.338165,-6.781559,-1.565872,9.541424,21.862000
-181.336624,-7.100396,-1.565881,9.572623,21.895000
-181.335052,-7.420275,-1.565895,9.603924,21.928000
-181.333496,-7.741200,-1.565905,9.635318,21.961000
-181.331924,-8.063174,-1.565921,9.666829,21.994000
-181.330368,-8.386202,-1.565937,9.698450,22.027000
-181.328812,-8.710285,-1.565943,9.730173,22.060000
-181.327240,-9.035430,-1.565953,9.761990,22.093000
-181.325684,-9.361637,-1.565963,9.793913,22.126000
-181.324081,-9.688910,-1.565967,9.825938,22.159000
-181.322495,-10.017254,-1.565977,9.858071,22.192000
-181.320892,-10.346672,-1.565987,9.890311,22.225000
-181.319290,-10.677167,-1.565994,9.922639,22.258000
-181.317688,-11.008740,-1.566005,9.955062,22.291000
-181.316086,-11.341398,-1.566015,9.987596,22.324000
-181.314484,-11.675142,-1.566020,10.020209,22.357000
-181.312881,-12.009976,-1.566028,10.052935,22.390000
-181.311279,-12.345905,-1.566034,10.085762,22.423000
-181.309677,-12.682931,-1.566038,10.118702,22.456000
-181.308075,-13.021055,-1.566043,10.151748,22.489000
-181.306473,-13.360287,-1.566050,10.184910,22.522000
-181.304855,-13.700626,-1.566052,10.218194,22.555000
-181.303223,-14.042076,-1.566057,10.251610,22.588000
-181.301575,-14.384645,-1.566062,10.285165,22.621000
-181.299942,-14.728339,-1.566065,10.318884,22.654000
-181.298294,-15.073159,-1.566070,10.352744,22.687000
-181.296661,-15.419111,-1.566076,10.386717,22.720000
-181.295013,-15.766198,-1.566078,10.420795,22.753000
-181.293381,-16.114424,-1.566081,10.454988,22.786000
-181.291733,-16.463793,-1.566084,10.489301,22.819000
-181.290100,-16.814308,-1.566085,10.523740,22.852000
-181.288406,-17.165976,-1.566086,10.558298,22.885000
-181.286728,-17.518797,-1.566087,10.592963,22.918000
-181.285034,-17.872776,-1.566088,10.627740,22.951000
-181.283356,-18.227917,-1.566090,10.662634,22.984000
-181.281677,-18.584223,-1.566092,10.697638,23.017000
-181.279999,-18.941702,-1.566093,10.732755,23.050000
-181.278320,-19.300350,-1.566092,10.767967,23.083000
-181.276596,-19.660177,-1.566090,10.803276,23.116000
-181.274872,-20.021183,-1.566088,10.838688,23.149000
-181.273163,-20.383369,-1.566086,10.874200,23.182000
-181.271439,-20.746742,-1.566086,10.909818,23.215000
-181.269730,-21.111311,-1.566085,10.945563,23.248000
-181.268005,-21.477072,-1.566082,10.981434,23.281000
-181.266266,-21.844028,-1.566080,11.017436,23.314000
-181.264511,-22.212193,-1.566077,11.053550,23.347000
-181.262756,-22.581560,-1.566073,11.089785,23.380000
-181.260986,-22.952139,-1.566071,11.126144,23.413000
-181.259216,-23.323935,-1.566067,11.162630,23.446000
-181.257462,-23.696951,-1.566063,11.199242,23.479000
-181.255661,-24.071188,-1.566056,11.235998,23.512000
-181.253860,-24.446655,-1.566050,11.272892,23.545000
-181.252060,-24.823357,-1.566047,11.309925,23.578000
-181.250275,-25.201296,-1.566043,11.347081,23.611000
-181.248474,-25.580475,-1.566038,11.384377,23.644000
-181.246643,-25.960903,-1.566034,11.421834,23.677000
-181.244797,-26.342585,-1.566034,11.459464,23.710000
-181.242966,-26.725525,-1.566036,11.497297,23.743000
-181.241135,-27.109734,-1.566033,11.535321,23.776000
-181.239288,-27.495214,-1.566026,11.573526,23.809000
-181.237411,-27.881975,-1.566020,11.611927,23.842000
-181.235519,-28.270020,-1.566010,11.650525,23.875000
-181.233643,-28.659355,-1.566002,11.689321,23.908000
-181.231766,-29.049990,-1.565991,11.728299,23.941000
-181.229874,-29.441929,-1.565983,11.767446,23.974000
-181.227966,-29.835178,-1.565979,11.806741,24.007000
-181.226044,-30.229738,-1.565972,11.846187,24.040000
-181.224136,-30.625614,-1.565965,11.885756,24.073000
-181.222229,-31.022818,-1.565961,11.925447,24.106000
-181.220276,-31.421343,-1.565951,11.965264,24.139000
-181.218292,-31.821198,-1.565941,12.005197,24.172000
-181.216339,-32.222385,-1.565927,12.045224,24.205000
-181.214355,-32.624912,-1.565913,12.085344,24.238000
-181.212357,-33.028774,-1.565908,12.125563,24.271000
-181.210373,-33.433987,-1.565901,12.165869,24.304000
-181.208374,-33.840538,-1.565894,12.206274,24.337000
-181.206345,-34.248440,-1.565881,12.246783,24.370000
-181.204300,-34.657692,-1.565866,12.287402,24.403000
-181.202255,-35.068302,-1.565859,12.328121,24.436000
-181.200211,-35.480274,-1.565850,12.368946,24.469000
-181.198135,-35.893612,-1.565841,12.409918,24.502000
-181.196075,-36.308315,-1.565826,12.451033,24.535000
-181.194000,-36.724392,-1.565811,12.492290,24.568000
-181.191910,-37.141853,-1.565804,12.533700,24.601000
-181.189804,-37.560692,-1.565794,12.575250,24.634000
-181.187698,-37.980923,-1.565784,12.616956,24.667000
-181.185577,-38.402554,-1.565778,12.658824,24.700000
-181.183411,-38.825581,-1.565767,12.700850,24.733000
-181.181259,-39.250011,-1.565755,12.743026,24.766000
-181.179092,-39.675854,-1.565735,12.785376,24.799000
-181.176910,-40.103111,-1.565718,12.827881,24.832000
-181.174728,-40.531788,-1.565710,12.870551,24.865000
-181.172531,-40.961895,-1.565700,12.913392,24.898000
-181.170303,-41.393436,-1.565691,12.956392,24.931000
-181.168060,-41.826408,-1.565674,12.999556,24.964000
-181.165817,-42.260830,-1.565656,13.042896,24.997000
-181.163544,-42.696693,-1.565647,13.086418,25.030000
-181.161285,-43.134018,-1.565636,13.130098,25.063000
-181.159012,-43.572796,-1.565626,13.173935,25.096000
-181.156693,-44.013046,-1.565608,13.217918,25.129000
-181.154388,-44.454765,-1.565588,13.262044,25.162000
-181.152084,-44.897953,-1.565580,13.306318,25.195000
-181.149734,-45.342625,-1.565567,13.350718,25.228000
-181.147400,-45.788784,-1.565556,13.395225,25.261000
-181.145035,-46.236423,-1.565537,13.439837,25.294000
-181.142639,-46.685551,-1.565517,13.484556,25.327000
-181.140274,-47.136177,-1.565507,13.529387,25.360000
-181.137848,-47.588295,-1.565496,13.574352,25.393000
-181.135422,-48.041920,-1.565484,13.619447,25.426000
-181.132980,-48.497040,-1.565465,13.664670,25.459000
-181.130524,-48.953682,-1.565444,13.710019,25.492000
-181.128021,-49.411835,-1.565420,13.755517,25.525000
-181.125519,-49.871510,-1.565401,13.801174,25.558000
-181.123047,-50.332710,-1.565395,13.846995,25.591000
-181.120529,-50.795444,-1.565388,13.892976,25.624000
-181.117981,-51.259712,-1.565379,13.939127,25.657000
-181.115448,-51.725521,-1.565358,13.985452,25.690000
-181.112869,-52.192879,-1.565335,14.031940,25.723000
-181.110275,-52.661789,-1.565306,14.078596,25.756000
-181.107666,-53.132263,-1.565284,14.125422,25.789000
-181.105057,-53.604301,-1.565278,14.172424,25.822000
-181.102432,-54.077919,-1.565272,14.219615,25.855000
-181.099808,-54.553104,-1.565263,14.266973,25.888000
-181.097137,-55.029873,-1.565244,14.314512,25.921000
-181.094437,-55.508236,-1.565220,14.362231,25.954000
-181.091736,-55.988194,-1.565190,14.410122,25.987000
-181.089020,-56.469749,-1.565165,14.458205,26.020000
-181.086288,-56.952919,-1.565157,14.506450,26.053000
-181.083557,-57.437695,-1.565150,14.554875,26.086000
-181.080795,-57.924095,-1.565144,14.603457,26.119000
-181.078018,-58.412113,-1.565124,14.652214,26.152000
-181.075195,-58.901768,-1.565099,14.701143,26.185000
-181.072357,-59.393051,-1.565068,14.750239,26.218000
-181.069504,-59.885979,-1.565042,14.799483,26.251000
-181.066635,-60.380547,-1.565017,14.848869,26.284000
-181.063751,-60.876770,-1.565002,14.898409,26.317000
-181.060837,-61.374641,-1.564969,14.948101,26.350000
-181.057892,-61.874172,-1.564931,14.997948,26.383000
-181.054901,-62.375378,-1.564890,15.047944,26.416000
-181.051926,-62.878246,-1.564865,15.098095,26.449000
-181.048981,-63.382793,-1.564864,15.148378,26.482000
-181.045975,-63.889023,-1.564865,15.198825,26.515000
-181.042969,-64.396935,-1.564864,15.249438,26.548000
-181.039917,-64.906532,-1.564845,15.300201,26.581000
-181.036819,-65.417831,-1.564818,15.351125,26.614000
-181.033691,-65.930832,-1.564780,15.402241,26.647000
-181.030563,-66.445541,-1.564751,15.453537,26.680000
-181.027435,-66.961967,-1.564725,15.505022,26.713000
-181.024277,-67.480103,-1.564712,15.556684,26.746000
-181.021103,-67.999977,-1.564698,15.608544,26.779000
-181.017899,-68.521584,-1.564686,15.660603,26.812000
-181.014679,-69.044922,-1.564666,15.712834,26.845000
-181.011444,-69.570015,-1.564645,15.765257,26.878000
-181.008163,-70.096855,-1.564617,15.817866,26.911000
-181.004883,-70.625465,-1.564592,15.870668,26.944000
-181.001556,-71.155830,-1.564567,15.923667,26.977000
-180.998245,-71.687973,-1.564548,15.976854,27.010000
-180.994873,-72.221893,-1.564528,16.030207,27.043000
-180.991516,-72.757591,-1.564512,16.083717,27.076000
-180.988098,-73.295074,-1.564491,16.137388,27.109000
-180.984680,-73.834351,-1.564471,16.191229,27.142000
-180.981247,-74.375435,-1.564446,16.245260,27.175000
-180.977768,-74.918320,-1.564424,16.299473,27.208000
-180.974258,-75.463020,-1.564397,16.353859,27.241000
-180.970734,-76.009537,-1.564375,16.408409,27.274000
-180.967209,-76.557877,-1.564350,16.463140,27.307000
-180.963654,-77.108040,-1.564329,16.518053,27.340000
-180.960037,-77.660042,-1.564303,16.573139,27.373000
-180.956436,-78.213882,-1.564282,16.628401,27.406000
-180.952805,-78.769569,-1.564255,16.683846,27.439000
-180.949112,-79.327110,-1.564215,16.739470,27.472000
-180.945404,-79.886513,-1.564177,16.795288,27.505000
-180.941650,-80.447784,-1.564143,16.851305,27.538000
-180.937912,-81.010910,-1.564123,16.907516,27.571000
-180.934143,-81.575928,-1.564106,16.963919,27.604000
-180.930344,-82.142830,-1.564096,17.020521,27.637000
-180.926514,-82.711632,-1.564077,17.077332,27.670000
-180.922668,-83.282326,-1.564055,17.134344,27.703000
-180.918762,-83.854919,-1.564024,17.191551,27.736000
-180.914856,-84.429420,-1.563995,17.248970,27.769000
-180.910919,-85.005859,-1.563963,17.306585,27.802000
-180.906906,-85.584206,-1.563922,17.364389,27.835000
-180.902924,-86.164490,-1.563889,17.422377,27.868000
-180.898880,-86.746719,-1.563859,17.480551,27.901000
-180.894852,-87.330879,-1.563842,17.538637,27.934000
-180.890778,-87.916931,-1.563825,17.595236,27.967000
-180.886673,-88.504776,-1.563812,17.648035,28.000000
-180.882523,-89.094170,-1.563787,17.694143,28.033000
-180.878311,-89.684799,-1.563742,17.730713,28.066000
-180.874130,-90.276268,-1.563697,17.755219,28.099000
-180.869949,-90.868095,-1.563675,17.765553,28.132000
-180.865814,-91.459785,-1.563679,17.760155,28.165000
-180.861633,-92.050758,-1.563682,17.738533,28.198000
-180.857422,-92.640526,-1.563656,17.701612,28.231000
-180.853180,-93.228638,-1.563612,17.650913,28.264000
-180.848953,-93.814697,-1.563556,17.588341,28.297000
-180.844742,-94.398376,-1.563510,17.516066,28.330000
-180.840530,-94.979462,-1.563477,17.436419,28.363000
-180.836365,-95.557770,-1.563462,17.351826,28.396000
-180.832199,-96.133232,-1.563452,17.264702,28.429000
-180.828018,-96.705849,-1.563443,17.177422,28.462000
-180.823822,-97.275673,-1.563402,17.092262,28.495000
-180.819580,-97.842857,-1.563325,17.011381,28.528000
